Unnamed: 0,Patient_ID,PREFIX,FIRST,MIDDLE,LAST,GENDER,BIRTHDATE,AGE,MARITAL,STATE,FIPS,PHONE_NO,DRIVERS,SUFFIX,RACE,DEATHDATE,HEALTHCARE_EXPENSES,INCOME,BIRTHPLACE,SSN,PASSPORT,ETHNICITY,HEALTHCARE_COVERAGE,Doctor_ID,Address,Cause of Operation
2853,P02854,Mrs.,Dawn,Stephanie,Rodriguez,F,06/16/1967,58,Divorced,MO,,3370125807,No,III,Caucasian,,16484,87518,Texas,410-22-4939,P679857640,Hispanic or Latino,4957,D00024,7915 TORLINA DR SAINT LOUIS MO 63126-7942 USA,Pediatric Hernia Repair
2854,P02855,Dr.,Samuel,Justin,Williams,M,10/20/1969,56,Widowed,MO,,5531030925,Yes,Sr.,Hispanic,,14680,50140,Illinois,566-20-9345,P687471865,White,74,D00043,2308 CHASE PARK LN SAINT LOUIS MO 63115-8230 USA,Total Knee Replacement
2855,P02856,Master,Dawn,Justin,Rodriguez,F,01/02/1959,66,Divorced,MO,,6531583723,Yes,Jr.,African American,,14769,77393,Texas,453-17-3758,P745431385,White,7281,D00043,411 MAPLE LN SAINT LOUIS MO 63109-7258 USA,Total Knee Replacement
2856,P02857,Master,Jennifer,Melissa,Castro,F,09/23/1952,73,Single,MO,,7610255723,No,Sr.,Asian,,9457,41406,Texas,384-79-5969,P901770830,Black,8635,D00035,4990 LAFAYETTE AVE SAINT LOUIS MO 63112-6623 USA,Electroconvulsive Therapy (ECT)
2857,P02858,Mr.,Sandra,Justin,Williams,M,01/19/1989,36,Divorced,MO,,7483128575,No,III,Hispanic,,6276,39515,Kansas,759-78-7251,P784230076,White,3392,D00015,7134 LAFAYETTE AVE SAINT LOUIS MO 63114-9805 USA,Total Knee Replacement
2858,P02859,Ms.,Dawn,Michael,Wright,F,10/15/1990,35,Divorced,MO,,3378461463,No,Jr.,African American,,13419,57653,Missouri,384-48-9235,P938765602,Other,280,D00007,1267 ARMINDA AVE SAINT LOUIS MO 63108-3877 USA,Coronary Artery Bypass Grafting (CABG)
2859,P02860,Mrs.,John,Brendan,Hopkins,F,04/03/1982,43,Single,MO,,1178685806,No,,African American,,9242,95909,Kansas,430-47-4494,P116604041,Hispanic or Latino,6163,D00033,1187 ARMINDA AVE SAINT LOUIS MO 63137-2886 USA,Coronary Artery Bypass Grafting (CABG)
2860,P02861,Dr.,Dawn,Julian,Davis,F,10/03/1982,43,Divorced,MO,,1100121491,No,,African American,,9222,61921,Missouri,845-76-4520,P595776328,Hispanic or Latino,1855,D00029,1202 MAPLE LN SAINT LOUIS MO 63113-2257 USA,Appendectomy
2861,P02862,Master,Samuel,Michael,Berg,F,05/16/1953,72,Single,MO,,9662524727,Yes,III,Caucasian,,10588,51559,Missouri,590-78-2463,P313557030,Other,4394,D00003,9006 ARMINDA AVE SAINT LOUIS MO 63119-7667 USA,Pediatric Hernia Repair
2862,P02863,Dr.,Scott,Julian,Hopkins,M,08/13/1990,35,Divorced,MO,,2078630623,Yes,,Caucasian,,15144,60671,Illinois,796-79-5753,P560364973,White,5721,D00039,8265 PINE ST SAINT LOUIS MO 63113-2600 USA,Coronary Artery Bypass Grafting (CABG)
2863,P02864,Mr.,Rebecca,Rafael,Davis,M,06/25/1987,38,Divorced,MO,,6293640422,Yes,,Caucasian,,17262,53683,Missouri,404-69-5100,P673085991,White,2792,D00016,8474 ARMINDA AVE SAINT LOUIS MO 63140-9145 USA,Total Knee Replacement
2864,P02865,Mrs.,John,Melissa,Wright,M,05/17/1981,44,Single,MO,,2723278005,Yes,III,Hispanic,,13874,69586,Texas,946-64-1470,P527654073,Hispanic or Latino,1175,D00029,4201 BROADWAY ST SAINT LOUIS MO 63126-6849 USA,Appendectomy
2865,P02866,Dr.,Angela,Paul,Castro,F,01/15/1952,73,Single,MO,,3197913509,Yes,Jr.,Native American,,10367,80133,Illinois,270-94-7332,P507609839,Asian,1364,D00004,2739 PESTALOZZI ST SAINT LOUIS MO 63128-1422 USA,CT-guided biopsy
2866,P02867,Ms.,Scott,Leslie,Berg,M,04/25/1977,48,Widowed,MO,,2766764194,Yes,III,Native American,,13968,34282,Texas,914-56-6625,P708575883,Asian,3815,D00021,4365 HICKORY RD SAINT LOUIS MO 63125-7495 USA,Epidural Anesthesia
2867,P02868,Dr.,Samuel,Melissa,Hopkins,F,02/06/1996,29,Single,MO,,7503871618,No,Jr.,Hispanic,,11869,60111,California,379-70-6557,P229846466,Hispanic or Latino,2309,D00033,8142 CATALAN ST SAINT LOUIS MO 63135-7580 USA,Coronary Artery Bypass Grafting (CABG)
2868,P02869,Dr.,Dawn,Leslie,Perkins,M,01/11/1973,52,Divorced,MO,,2890154196,Yes,III,African American,,14512,49881,Illinois,680-37-9443,P591821644,Black,6558,D00009,2442 CARDINAL WAY APT 2501 SAINT LOUIS MO 63122-5199 USA,Electroconvulsive Therapy (ECT)
2869,P02870,Mrs.,Angela,Leslie,Perkins,F,12/03/1953,72,Widowed,MO,,3655758344,Yes,Sr.,African American,,12382,40059,Missouri,683-23-2890,P907470895,Black,635,D00031,5736 LINDENWOOD AVE SAINT LOUIS MO 63104-7891 USA,Pediatric Hernia Repair
2870,P02871,Ms.,Samuel,Melissa,Williams,F,03/09/1974,51,Married,MO,,1633038142,No,Sr.,Hispanic,,15536,65561,Kansas,808-18-5950,P167024327,Black,7015,D00023,4034 COVINGTON MANOR LN SAINT LOUIS MO 63138-5271 USA,Pediatric Hernia Repair
2871,P02872,Ms.,Kathryn,Justin,Rodriguez,F,02/14/1957,68,Divorced,MO,,4115383548,No,,Native American,,12306,39213,Illinois,941-89-1757,P860841535,Asian,2825,D00034,8118 BROADWAY ST SAINT LOUIS MO 63131-6799 USA,CT-guided biopsy
2872,P02873,Dr.,Jennifer,Rafael,Hopkins,F,03/15/1980,45,Married,MO,,9903648466,Yes,III,Asian,,10044,74815,Texas,125-34-9468,P674074294,Asian,9970,D00033,4391 CHASE PARK LN SAINT LOUIS MO 63102-4545 USA,Coronary Artery Bypass Grafting (CABG)
2873,P02874,Mr.,Scott,Lynn,Brown,M,06/23/1974,51,Widowed,MO,,2661545145,Yes,Sr.,Caucasian,,19666,91524,Missouri,199-69-5915,P926752222,Black,125,D00042,8753 BROADWAY ST SAINT LOUIS MO 63135-7638 USA,Epidural Anesthesia
2874,P02875,Master,Benjamin,Lynn,Cook,F,01/28/2004,21,Divorced,MO,,8700067969,No,III,Caucasian,,15042,52079,Illinois,444-33-9373,P156127740,Other,3931,D00025,6095 TORLINA DR SAINT LOUIS MO 63132-9972 USA,CT-guided biopsy
2875,P02876,Master,Scott,Stephanie,Wright,F,06/26/1990,35,Widowed,MO,,3984492698,No,,Caucasian,,6033,60618,Kansas,163-20-2996,P976203263,White,9051,D00047,9393 ARMINDA AVE SAINT LOUIS MO 63122-1939 USA,Deep Brain Stimulation (DBS)
2876,P02877,Master,Kathryn,Rafael,Rodriguez,M,08/01/1951,74,Widowed,MO,,4424006738,No,III,Native American,,7037,54644,California,836-24-7752,P605150886,Black,5970,D00007,6715 HICKORY RD SAINT LOUIS MO 63103-5065 USA,Coronary Artery Bypass Grafting (CABG)
2877,P02878,Ms.,Benjamin,Julian,Hopkins,M,08/18/1970,55,Widowed,MO,,4822419274,Yes,III,Hispanic,,17688,35425,Texas,415-59-7249,P713059138,Other,7566,D00018,7985 COVINGTON MANOR LN SAINT LOUIS MO 63116-1336 USA,Epidural Anesthesia
2878,P02879,Dr.,John,Michael,Wright,M,12/07/1987,38,Divorced,MO,,9524949168,Yes,Jr.,Caucasian,,5990,47815,Texas,363-13-9940,P678877819,White,7793,D00021,4912 LINDENWOOD AVE SAINT LOUIS MO 63131-2503 USA,Epidural Anesthesia
2879,P02880,Ms.,Angela,Justin,Cook,M,09/20/1974,51,Widowed,MO,,7676110686,No,III,Caucasian,,18960,71176,Illinois,187-57-2161,P327541131,Black,9909,D00049,2230 COVINGTON MANOR LN SAINT LOUIS MO 63111-6987 USA,Coronary Artery Bypass Grafting (CABG)
2880,P02881,Mr.,Samuel,Lynn,Williams,M,04/03/1996,29,Widowed,MO,,9560553845,Yes,,Native American,,12798,78155,Missouri,907-11-7477,P149251405,Hispanic or Latino,4471,D00018,7176 LINDENWOOD AVE SAINT LOUIS MO 63121-9469 USA,Epidural Anesthesia
2881,P02882,Master,John,Melissa,Cook,M,11/12/1990,35,Widowed,MO,,7050696244,No,Sr.,Native American,,19756,61659,Texas,246-47-9653,P357010640,Black,634,D00038,4841 PESTALOZZI ST SAINT LOUIS MO 63138-8855 USA,Excision of Skin Cancer
2882,P02883,Dr.,Samuel,Julian,Castro,M,12/24/1999,26,Single,MO,,6223951015,Yes,,Hispanic,,18753,42457,Texas,527-62-4816,P921094808,White,6914,D00021,6356 MAPLE LN SAINT LOUIS MO 63111-6853 USA,Epidural Anesthesia
2883,P02884,Ms.,Rebecca,Stephanie,Hopkins,F,01/06/2000,25,Widowed,MO,,4751751999,No,Sr.,Caucasian,,16788,57915,California,974-59-3334,P687130766,Other,3768,D00036,1979 COVINGTON MANOR LN SAINT LOUIS MO 63125-3885 USA,Excision of Skin Cancer
2884,P02885,Mr.,Sandra,Paul,Rodriguez,M,12/28/1968,57,Divorced,MO,,3430192709,Yes,III,Hispanic,,12294,43412,Kansas,437-53-5364,P323643198,Black,7,D00004,7992 COVINGTON MANOR LN SAINT LOUIS MO 63113-9700 USA,CT-guided biopsy
2885,P02886,Mr.,John,Stephanie,Wright,F,05/16/2003,22,Divorced,MO,,7974348046,No,,African American,,12407,38921,Illinois,471-89-6246,P198016035,Hispanic or Latino,3896,D00037,7132 PINE ST SAINT LOUIS MO 63111-5156 USA,Deep Brain Stimulation (DBS)
2886,P02887,Mr.,Sandra,Michael,Hopkins,F,09/14/1954,71,Single,MO,,1515424352,No,Sr.,Asian,,14015,71781,Kansas,288-22-5363,P755779294,White,3569,D00045,9620 LAFAYETTE AVE SAINT LOUIS MO 63104-7608 USA,Appendectomy
2887,P02888,Dr.,Dawn,Michael,Williams,M,11/24/1973,52,Married,MO,,8383377198,No,,Asian,,19959,86764,Texas,574-77-8176,P619247729,Asian,4119,D00033,2432 MAPLE LN SAINT LOUIS MO 63109-5248 USA,Coronary Artery Bypass Grafting (CABG)
2888,P02889,Master,Sandra,Michael,Hopkins,F,12/28/2005,20,Divorced,MO,,6527991277,Yes,Sr.,Asian,,14090,53514,California,594-62-6368,P532291847,Asian,9156,D00001,4111 PESTALOZZI ST SAINT LOUIS MO 63130-8859 USA,CT-guided biopsy
2889,P02890,Mr.,Sandra,Paul,Rodriguez,M,02/03/1994,31,Widowed,MO,,1300139493,No,Jr.,Hispanic,,7970,30362,Missouri,360-19-2378,P682101326,Black,1712,D00036,5095 CATALAN ST SAINT LOUIS MO 63133-6214 USA,Excision of Skin Cancer
2890,P02891,Master,Jennifer,Paul,Hopkins,F,04/19/1983,42,Widowed,MO,,9918611152,No,Sr.,Hispanic,,10181,71240,Illinois,315-54-2947,P737000802,Asian,5695,D00032,6814 LAFAYETTE AVE SAINT LOUIS MO 63140-6759 USA,Coronary Artery Bypass Grafting (CABG)
2891,P02892,Dr.,Kathryn,Justin,Wright,M,11/19/1960,65,Divorced,MO,,4333117293,No,Jr.,African American,,10667,71432,California,312-76-5889,P148977909,Asian,9815,D00007,148 COVINGTON MANOR LN SAINT LOUIS MO 63126-8629 USA,Coronary Artery Bypass Grafting (CABG)
2892,P02893,Ms.,John,Stephanie,Rodriguez,M,02/19/1952,73,Divorced,MO,,8771985212,No,III,Caucasian,,19578,79712,Kansas,753-62-8818,P437332917,Asian,7222,D00005,1245 CATALAN ST SAINT LOUIS MO 63110-6948 USA,Epidural Anesthesia
2893,P02894,Mrs.,Angela,Michael,Berg,F,12/07/1972,53,Single,MO,,4128113877,No,Sr.,Caucasian,,17077,34579,Kansas,887-70-7097,P472579953,Other,6426,D00025,7134 MAPLE LN SAINT LOUIS MO 63136-9211 USA,CT-guided biopsy
2894,P02895,Mr.,Angela,Julian,Brown,F,04/27/1960,65,Widowed,MO,,8237118259,No,Sr.,Asian,,5164,72456,Texas,558-72-7723,P180513175,Hispanic or Latino,3904,D00023,740 CHASE PARK LN SAINT LOUIS MO 63134-1018 USA,Pediatric Hernia Repair
2895,P02896,Master,John,Lynn,Perkins,M,10/21/1965,60,Widowed,MO,,2994557316,No,,Hispanic,,17000,67074,Texas,229-70-6440,P329554162,Black,3642,D00028,2587 MAPLE LN SAINT LOUIS MO 63136-3975 USA,Pediatric Hernia Repair
2896,P02897,Mrs.,Benjamin,Brendan,Williams,F,02/07/1992,33,Divorced,MO,,2789824628,Yes,Jr.,Hispanic,,11151,52434,Kansas,682-59-6121,P294063751,Other,596,D00009,1224 BROADWAY ST SAINT LOUIS MO 63132-4302 USA,Electroconvulsive Therapy (ECT)
2897,P02898,Mr.,Scott,Michael,Williams,F,06/18/1997,28,Widowed,MO,,7272587798,No,III,Caucasian,,15966,47792,California,711-44-1462,P906750034,Other,3175,D00043,3150 PINE ST SAINT LOUIS MO 63116-5209 USA,Total Knee Replacement
2898,P02899,Mrs.,Kathryn,Stephanie,Castro,F,02/27/2000,25,Single,MO,,9231421320,Yes,Sr.,Asian,,19300,59839,Kansas,837-92-6179,P729551561,Asian,3046,D00022,4690 HICKORY RD SAINT LOUIS MO 63125-3204 USA,Deep Brain Stimulation (DBS)
2899,P02900,Mrs.,Jennifer,Lynn,Perkins,F,07/15/1996,29,Married,MO,,3608735549,Yes,Sr.,Asian,,8101,80761,California,988-21-4625,P656932575,Black,4015,D00023,3068 CHASE PARK LN SAINT LOUIS MO 63107-6944 USA,Pediatric Hernia Repair
2900,P02901,Mr.,Samuel,Lynn,Williams,F,10/01/1954,71,Divorced,MO,,3028914448,Yes,Sr.,Native American,,19575,57635,Missouri,734-59-6953,P183506962,Other,4257,D00015,1705 PESTALOZZI ST SAINT LOUIS MO 63130-3291 USA,Total Knee Replacement
2901,P02902,Ms.,Rebecca,Michael,Rodriguez,F,03/03/2001,24,Married,MO,,7481497511,Yes,,Asian,,16476,87948,Illinois,332-40-5792,P229914737,White,9407,D00042,393 MAPLE LN SAINT LOUIS MO 63125-3854 USA,Epidural Anesthesia
2902,P02903,Master,Benjamin,Melissa,Brown,M,10/21/1974,51,Widowed,MO,,3147910583,No,,Hispanic,,13746,74925,Texas,542-88-8101,P928574474,Black,6395,D00033,6202 HICKORY RD SAINT LOUIS MO 63110-1263 USA,Coronary Artery Bypass Grafting (CABG)
2903,P02904,Ms.,Dawn,Brendan,Berg,F,03/08/1983,42,Single,MO,,3301160227,No,Sr.,Hispanic,,16114,94633,Missouri,549-74-5169,P389565304,White,9569,D00024,4451 LINDENWOOD AVE SAINT LOUIS MO 63101-7041 USA,Pediatric Hernia Repair
2904,P02905,Mrs.,Samuel,Michael,Castro,M,10/18/1966,59,Single,MO,,1231187542,Yes,,Hispanic,,15289,54088,Kansas,962-68-7801,P773233343,Black,5440,D00035,757 PINE ST SAINT LOUIS MO 63113-5876 USA,Electroconvulsive Therapy (ECT)
2905,P02906,Ms.,Scott,Lynn,Davis,F,06/06/1990,35,Married,MO,,7430120810,Yes,,Caucasian,,8161,65405,Missouri,356-47-1304,P478428466,White,2391,D00004,2701 ARMINDA AVE SAINT LOUIS MO 63111-5296 USA,CT-guided biopsy
2906,P02907,Mr.,Rebecca,Michael,Hopkins,M,10/26/1989,36,Married,MO,,5913649381,Yes,Sr.,Native American,,18848,64355,Kansas,248-50-6722,P791616370,Other,4792,D00029,8485 CHASE PARK LN SAINT LOUIS MO 63141-8155 USA,Appendectomy
2907,P02908,Mrs.,Dawn,Michael,Berg,M,02/18/1987,38,Married,MO,,6992229642,Yes,Sr.,Asian,,14722,41239,Kansas,284-95-4954,P160092993,White,9668,D00017,7906 ARMINDA AVE SAINT LOUIS MO 63102-4919 USA,Colonoscopy
2908,P02909,Mr.,Jennifer,Paul,Williams,F,01/26/1987,38,Single,MO,,5178977503,No,Sr.,African American,,12738,82336,Texas,650-27-4923,P101321654,Asian,5793,D00044,6018 HICKORY RD SAINT LOUIS MO 63119-2067 USA,Epidural Anesthesia
2909,P02910,Master,John,Brendan,Cook,F,01/26/1999,26,Widowed,MO,,3437197057,No,Jr.,Caucasian,,8197,36918,California,566-46-8267,P680141717,Black,4689,D00040,7651 LINDENWOOD AVE SAINT LOUIS MO 63127-9216 USA,CT-guided biopsy
2910,P02911,Mrs.,Jennifer,Julian,Cook,F,09/22/1980,45,Single,MO,,2186663976,No,Jr.,Hispanic,,9312,71256,Texas,241-55-2379,P482740087,White,6493,D00037,9442 TORLINA DR SAINT LOUIS MO 63113-2527 USA,Deep Brain Stimulation (DBS)
2911,P02912,Mrs.,Sandra,Leslie,Perkins,M,01/11/1951,74,Married,MO,,7150427248,No,,African American,,5941,94875,California,650-39-7721,P267559729,Hispanic or Latino,9073,D00025,3582 BROADWAY ST SAINT LOUIS MO 63106-7319 USA,CT-guided biopsy
2912,P02913,Ms.,John,Leslie,Williams,M,12/05/1963,62,Divorced,MO,,8710445361,No,,Asian,,9564,88508,Missouri,866-88-3660,P413786699,Other,8939,D00048,3014 LAFAYETTE AVE SAINT LOUIS MO 63141-3151 USA,Colonoscopy
2913,P02914,Dr.,Kathryn,Leslie,Davis,F,06/09/1988,37,Widowed,MO,,1572086946,No,Jr.,Native American,,9319,49733,Kansas,312-71-1215,P366543766,White,9489,D00020,6148 CHASE PARK LN SAINT LOUIS MO 63133-8830 USA,Deep Brain Stimulation (DBS)
2914,P02915,Mr.,Benjamin,Michael,Williams,F,06/12/1972,53,Single,MO,,1825915543,Yes,III,Native American,,18136,38613,Missouri,453-46-3138,P264707007,Black,481,D00048,396 CARDINAL WAY APT 2501 SAINT LOUIS MO 63120-8511 USA,Colonoscopy
2915,P02916,Master,Dawn,Justin,Wright,F,11/03/1999,26,Single,MO,,8458428374,No,III,Hispanic,,5859,96949,Illinois,305-91-3685,P929863415,Black,4113,D00002,475 MAPLE LN SAINT LOUIS MO 63103-4684 USA,Total Knee Replacement
2916,P02917,Ms.,Dawn,Julian,Wright,M,02/20/1954,71,Married,MO,,6631904464,Yes,III,Caucasian,,6225,99715,Kansas,524-79-4208,P383626189,Black,6866,D00023,2066 ARMINDA AVE SAINT LOUIS MO 63128-1389 USA,Pediatric Hernia Repair
2917,P02918,Dr.,Angela,Justin,Brown,F,11/14/1975,50,Widowed,MO,,2082854880,No,Sr.,Hispanic,,10843,52309,California,703-35-9141,P847529566,Hispanic or Latino,4877,D00041,6501 LAFAYETTE AVE SAINT LOUIS MO 63121-8340 USA,Epidural Anesthesia
2918,P02919,Mr.,Rebecca,Melissa,Berg,M,06/12/1999,26,Married,MO,,4314883824,Yes,,African American,,6195,85421,Texas,723-65-1561,P197343293,Other,4163,D00042,5210 CATALAN ST SAINT LOUIS MO 63140-9200 USA,Epidural Anesthesia
2919,P02920,Mr.,Jennifer,Julian,Perkins,M,01/10/1982,43,Married,MO,,2941228369,Yes,III,Native American,,16956,45246,California,754-41-6872,P349218917,Asian,1768,D00032,3088 ARMINDA AVE SAINT LOUIS MO 63103-4285 USA,Coronary Artery Bypass Grafting (CABG)
2920,P02921,Dr.,Sandra,Brendan,Berg,F,12/04/1978,47,Divorced,MO,,7065621846,No,Sr.,Asian,,10581,47422,California,389-93-1007,P284377306,Asian,2471,D00049,7251 ARMINDA AVE SAINT LOUIS MO 63104-7913 USA,Coronary Artery Bypass Grafting (CABG)
2921,P02922,Mr.,Sandra,Brendan,Brown,F,01/12/1953,72,Divorced,MO,,3958939132,Yes,III,Hispanic,,10910,64672,Missouri,180-16-1576,P891036777,Black,821,D00018,4083 ARMINDA AVE SAINT LOUIS MO 63101-3010 USA,Epidural Anesthesia
2922,P02923,Mrs.,Jennifer,Michael,Berg,M,07/25/1993,32,Married,MO,,8457260048,Yes,,Hispanic,,15027,47040,Illinois,387-86-4606,P809951778,Other,9591,D00036,9894 CARDINAL WAY APT 2501 SAINT LOUIS MO 63126-2060 USA,Excision of Skin Cancer
2923,P02924,Mrs.,Rebecca,Brendan,Wright,M,07/03/1971,54,Widowed,MO,,6912347328,Yes,Jr.,Hispanic,,12057,34959,California,655-99-8060,P652352133,Hispanic or Latino,5168,D00019,7377 CATALAN ST SAINT LOUIS MO 63118-9635 USA,Electroconvulsive Therapy (ECT)
2924,P02925,Ms.,Benjamin,Rafael,Wright,M,08/17/1980,45,Single,MO,,1154752360,No,,African American,,19151,40516,Illinois,481-79-7199,P794562262,Asian,5762,D00022,8501 COVINGTON MANOR LN SAINT LOUIS MO 63134-3879 USA,Deep Brain Stimulation (DBS)
2925,P02926,Ms.,John,Stephanie,Davis,M,08/20/1987,38,Widowed,MO,,3562452708,Yes,,African American,,7533,55488,Missouri,552-57-4457,P645083048,White,2736,D00027,637 MAPLE LN SAINT LOUIS MO 63110-3341 USA,Coronary Artery Bypass Grafting (CABG)
2926,P02927,Dr.,Kathryn,Michael,Rodriguez,M,02/10/1999,26,Single,MO,,8455260343,No,Jr.,Caucasian,,6961,39828,Illinois,700-57-3736,P558259650,Other,7459,D00009,5040 HICKORY RD SAINT LOUIS MO 63125-1119 USA,Electroconvulsive Therapy (ECT)
2927,P02928,Master,John,Justin,Hopkins,F,08/14/1963,62,Divorced,MO,,7666615356,No,Sr.,Hispanic,,11880,90073,Missouri,878-36-1703,P481099810,Hispanic or Latino,9814,D00020,8361 CHASE PARK LN SAINT LOUIS MO 63118-4285 USA,Deep Brain Stimulation (DBS)
2928,P02929,Dr.,Dawn,Brendan,Wright,M,12/16/2004,21,Single,MO,,7420752583,No,Sr.,Asian,,14366,70477,Illinois,114-98-5342,P724718033,Other,4774,D00028,9705 LAFAYETTE AVE SAINT LOUIS MO 63130-6185 USA,Pediatric Hernia Repair
2929,P02930,Master,Sandra,Michael,Davis,F,12/08/1954,71,Divorced,MO,,1287806914,No,,African American,,15137,51716,Texas,511-73-7929,P725162588,Black,7931,D00021,6650 CATALAN ST SAINT LOUIS MO 63136-7360 USA,Epidural Anesthesia
2930,P02931,Mrs.,Dawn,Stephanie,Hopkins,M,01/09/1994,31,Single,MO,,8772108075,No,Jr.,Caucasian,,17099,75877,Illinois,203-68-3326,P380806743,Asian,7634,D00041,3836 TORLINA DR SAINT LOUIS MO 63103-6569 USA,Epidural Anesthesia
2931,P02932,Master,Sandra,Justin,Hopkins,F,10/10/1977,48,Single,MO,,5103484323,Yes,Jr.,African American,,7352,70670,California,613-17-5515,P268082162,White,8587,D00032,4198 CARDINAL WAY APT 2501 SAINT LOUIS MO 63135-5506 USA,Coronary Artery Bypass Grafting (CABG)
2932,P02933,Mr.,Sandra,Stephanie,Wright,F,07/20/1975,50,Widowed,MO,,9331712634,No,Sr.,Asian,,5569,84537,Texas,394-24-9094,P613989476,Asian,2353,D00027,3142 COVINGTON MANOR LN SAINT LOUIS MO 63121-7958 USA,Coronary Artery Bypass Grafting (CABG)
2933,P02934,Ms.,Angela,Julian,Perkins,M,02/17/1998,27,Married,MO,,8996886014,Yes,,Hispanic,,6169,76104,Texas,508-25-1635,P955910153,Other,2111,D00008,1821 PINE ST SAINT LOUIS MO 63112-5638 USA,Pediatric Hernia Repair
2934,P02935,Mrs.,Benjamin,Stephanie,Wright,F,02/09/1975,50,Divorced,MO,,8885325158,No,Sr.,African American,,12533,56364,Kansas,628-16-6287,P947479125,Asian,7851,D00021,8644 PESTALOZZI ST SAINT LOUIS MO 63116-6095 USA,Epidural Anesthesia
2935,P02936,Ms.,Jennifer,Leslie,Cook,M,02/12/2004,21,Married,MO,,1541950498,No,,Asian,,12250,34938,Kansas,873-25-4276,P352429975,Black,8649,D00033,140 MAPLE LN SAINT LOUIS MO 63103-7958 USA,Coronary Artery Bypass Grafting (CABG)
2936,P02937,Master,Benjamin,Julian,Davis,M,05/15/1991,34,Single,MO,,3337540923,Yes,Jr.,Native American,,5466,49195,California,284-93-3116,P518941505,Other,6043,D00038,1564 PESTALOZZI ST SAINT LOUIS MO 63128-7323 USA,Excision of Skin Cancer
2937,P02938,Ms.,Scott,Paul,Perkins,M,04/06/2004,21,Divorced,MO,,7315144397,Yes,,Native American,,17890,97597,Missouri,656-71-1429,P289246532,Black,3595,D00023,9412 MAPLE LN SAINT LOUIS MO 63137-9154 USA,Pediatric Hernia Repair
2938,P02939,Dr.,Sandra,Lynn,Berg,F,12/03/1995,30,Married,MO,,6027483314,No,,Asian,,18345,75010,California,699-11-4852,P845441556,White,8141,D00041,4271 CATALAN ST SAINT LOUIS MO 63141-2717 USA,Epidural Anesthesia
2939,P02940,Master,Samuel,Lynn,Williams,M,12/16/1999,26,Single,MO,,8073744250,No,Jr.,Caucasian,,14843,96536,Kansas,384-90-4285,P445856571,Asian,9359,D00013,542 PESTALOZZI ST SAINT LOUIS MO 63110-5566 USA,Excision of Skin Cancer
2940,P02941,Mr.,Angela,Rafael,Castro,M,09/22/1988,37,Married,MO,,7738707028,No,Jr.,African American,,6847,96896,California,564-44-7683,P135172838,White,58,D00009,9910 LAFAYETTE AVE SAINT LOUIS MO 63112-6397 USA,Electroconvulsive Therapy (ECT)
2941,P02942,Mr.,Samuel,Stephanie,Cook,F,10/23/1957,68,Married,MO,,4745198817,Yes,,Caucasian,,11507,47816,Missouri,672-36-8814,P444661808,Hispanic or Latino,8133,D00011,7073 CARDINAL WAY APT 2501 SAINT LOUIS MO 63128-5381 USA,Epidural Anesthesia
2942,P02943,Mr.,Dawn,Justin,Davis,M,04/10/1980,45,Married,MO,,3783845644,No,Sr.,Native American,,17641,30608,Kansas,226-83-3212,P937010911,White,1885,D00002,849 MAPLE LN SAINT LOUIS MO 63126-8513 USA,Total Knee Replacement
2943,P02944,Mrs.,Sandra,Justin,Hopkins,F,02/10/1960,65,Divorced,MO,,4318248250,No,Sr.,Hispanic,,10495,77428,California,717-68-1456,P859288923,Hispanic or Latino,5890,D00028,5652 COVINGTON MANOR LN SAINT LOUIS MO 63139-5073 USA,Pediatric Hernia Repair
2944,P02945,Ms.,Samuel,Brendan,Hopkins,F,05/11/1952,73,Divorced,MO,,7198354740,Yes,,Hispanic,,19991,65143,Illinois,756-86-7142,P672648668,Hispanic or Latino,4589,D00015,3803 HICKORY RD SAINT LOUIS MO 63141-3175 USA,Total Knee Replacement
2945,P02946,Dr.,Dawn,Julian,Williams,M,05/02/1957,68,Married,MO,,2231761905,Yes,Sr.,Caucasian,,18978,86792,Missouri,389-25-1395,P327903778,Other,4177,D00031,6565 PINE ST SAINT LOUIS MO 63130-8630 USA,Pediatric Hernia Repair
2946,P02947,Mr.,Kathryn,Lynn,Rodriguez,F,08/14/1987,38,Married,MO,,9619287463,No,Jr.,Asian,,13426,95908,Texas,606-10-4194,P563956049,Black,1518,D00042,1775 PESTALOZZI ST SAINT LOUIS MO 63132-9010 USA,Epidural Anesthesia
2947,P02948,Mr.,Jennifer,Stephanie,Davis,F,02/06/1996,29,Single,MO,,3485140462,No,,Asian,,6973,55366,California,795-15-2466,P362048313,Other,8755,D00037,1335 PESTALOZZI ST SAINT LOUIS MO 63117-3420 USA,Deep Brain Stimulation (DBS)
2948,P02949,Mrs.,Rebecca,Melissa,Williams,F,10/25/1967,58,Single,MO,,1480118506,No,,Hispanic,,8610,81659,Kansas,420-13-7525,P927947250,Hispanic or Latino,7153,D00022,3904 LAFAYETTE AVE SAINT LOUIS MO 63111-6790 USA,Deep Brain Stimulation (DBS)
2949,P02950,Ms.,John,Paul,Brown,F,03/02/1995,30,Married,MO,,5628166395,No,Sr.,Hispanic,,9913,92620,Missouri,470-37-1113,P356541089,Black,6847,D00050,2255 CHASE PARK LN SAINT LOUIS MO 63111-9977 USA,Colonoscopy
